Subject,Session,Age,Trial,SubTrial,ItemType,Topic,Target,Alternate,TestCue,TestItem.RESP,OtherAnswer.RESP,P1.Recall.Class,P2.Recall.Class,Belief.RESP,CR.RESP
104,4,20,3,14,Changed_NR,Rep_Control,2007,1928,"When was the last year that republicans controlled the white house, house of representatives, and the senate?",1992,2017,E,E,1,1
104,4,20,3,15,Changed_NR,Abortion-Bieber,Stayed Pro life,Changed from pro choice to pro life,What have Justin Bieber's views on abortion been in recent years?,prochoice,0,B,1,2,1
104,4,20,3,16,Repeated,AlabamaRep. in senate,21,30 years,"For how many years had the Alabama senate seat been held by a republican, prior to 2017?",21,,,2,6,2
104,4,20,3,17,Changed_NR,Energy_Independence,more consumed,more produced,"How much energy does the US consume, in relation to how much it produces?",80,,,E,6,2
104,4,20,3,18,Control,Military_Pay,Every year since '83,None in 10 years,With what frequency have members of the US military received pay raises in recent years?,,,,B,5,2
104,4,20,3,19,Changed_R,Trump-Budget,20%,80%,About what percentage of the CDC budget is being cut by the Trump administration?,8,,,E,4,2
104,4,20,3,20,Changed_NR,Liberian_Women,60%,less than 38%,"In Liberia, what percentage of young women are able to read?",18,,,E,4,2
104,4,20,3,21,Repeated,Clinton-Nkorea,1.4 Billion,3 Billion,How much money did the Clinton administration give to North Korea in aid?,43billion,,,E,6,2
104,4,20,3,22,Changed_R,Residing_Immigrants,11 million,32 million,About how many illegal immigrants currently reside in the USA?,20,11,2,E,1,1
104,4,20,3,23,Changed_NR,Coffee,15th,2nd,What rank does coffee hold in most traded commidities as of the year 2000?,Rank2,Rank12,E,1,1,1
104,4,20,3,24,Repeated,Africa_Revenue,0.10%,Third largest export,What proportion of Africa's export revenue is supplied by music?,1,,,2,6,2
104,4,20,3,25,Changed_NR,DeltaAirlines,none,planned parenthood,To members of what major organizations does Delta Airlines give discounts?,NRA,,,E,4,2
104,4,20,3,26,Changed_R,Economy_Cars,Simulation of hitting a person,Dropping a bowling ball,How are American cars tested in Japan?,Droppingabowlingballonthem,Simulatingrunningintopedestrians,2,1,1,1
104,4,20,3,27,Control,Hurricane_Relief,>1 million,>12 million,How many residents of Texas were left homeless by Hurricane Harvey?,,,,B,5,2
104,4,20,3,28,Changed_R,Tax_Allocation,"Social (""Medicare"")","Military (""War on Terror"")",What type of program does the majority of tax-payers' money go towards?,Revenue,0,B,E,3,1
104,4,20,3,29,Control,Black Homeownership,2004,2017,In what year did black homeownership reach its highest level?,1992,2000,E,E,1,1
104,4,20,3,30,Repeated,Vaccines_Autism,Do not cause,vaccines cause autism,What is the scientific community's stance on vaccines and autism?,Itcanpotentiallycauseautism,,,1,3,2
104,4,20,3,31,Repeated,Trump-Immigration,dropped by 61%,increased by 78%,By what percentage did illegal traffic apprehensions change from November 2016 to July 2017?,,,,B,4,2
104,4,20,3,32,Changed_NR,Politics-Quoting,Bernie Sanders,Mitt Romney,"Who claimed that Donald Trump ""has serious emotional problems?""",MittRomney,,,1,2,2
104,4,20,3,33,Repeated,Sanctuary-Cities,Cut funding,Arrest Leaders,"What has Donald Trump promised to do in response to ""Sanctuary Cities?""",,,,B,5,2
104,4,20,3,34,Repeated,Trump- wall,sued to stop,begged for wall,How did Californians react to the idea of a border wall?,Unfairandunequal,0,B,2,2,1
104,4,20,3,35,Control,News sources,Less than half,More than half,What proportion of Americans report getting their news from Facebook?,70,0,B,1,3,1
104,4,20,3,36,Changed_NR,Gun_Control_Background,13%,25%,About what percentage of firearms are sold without background checks in the US?,10,,,E,5,2
104,4,20,3,37,Changed_R,NASA,An asteroid.,A second moon.,"According to NASA, what is distantly orbiting the Earth?",themoon,Asteroid,2,E,1,1
104,4,20,3,38,Changed_NR,NC-Education,Provides for almost all schools,Leaves most schools without,How does the 2018 NC education budget affect schools' access to supplies?,,0,B,B,2,1
104,4,20,3,39,Repeated,Murder_year,1980,2017,In what year did the murder rate in the US peak?,1980,,,2,6,2
104,4,20,3,40,Control,2020_Biden,Is unlikely to run.,Definitely runninng,What did Joe Biden claim about his candidacy for election in 2020?,,0,B,B,4,1
104,4,20,3,41,Repeated,Trump-Legislation,less than any since WW2,more than any other president,"How much legislation did President Trump sign in his first year, in relation to other presidents?",,0,B,B,3,1
104,4,20,3,42,Changed_R,Pres_Vacation,Clinton,Obama,Which recent president took the fewest vacation days?,Obama,0,B,1,3,1
104,4,20,3,43,Repeated,Teen Drug Use,Alcohol,Marijuana,What substance do US teens report as being easiest to acquire?,Alcohol,,,2,6,2
104,4,20,3,44,Changed_NR,Cali-Statelaw,Cities,Homeowners,Who will be fined by the state of California for overusing water?,,0,E,B,4,1
104,4,20,3,45,Control,Tennesee_Unemployment,The Great Recession,Bad Leadership,What caused a spike in Tennesee's unemployment rate in the early 2000's?,,,,B,3,2
104,4,20,3,46,Changed_R,Race_Starbucks,2,2 million,How much money did two young African American's settle for in a case against Starbucks coffee?,2million,2dollars,2,1,2,1
104,4,20,3,47,Control,Missouri_Unemployment,Clinton,Trump,Under what president did Missouri's unemployment rates reach their lowest levels?,BillClinton,,,2,3,2
104,4,20,3,48,Control,Illegal_Immigration_Mexican_Border,Down 25%,Down 40%,By what percentage has the number of illegal border crossings changed since 2016?,25,,,2,4,2
104,4,20,3,49,Changed_NR,Car Headrests,prevent whiplash,breaking windows,For what purpose are removable headrests in cars designed?,Tobreakawindowiftrappedinthecar,extendedheadsupport,2,1,4,1
104,4,20,3,50,Changed_R,Kenya_Mortality,AIDS,Malaria,What is the leading cause of death for Kenyans?,Malaria,lackofhealthnourishmen,E,1,2,1
104,4,20,3,51,Control,Popular_Vote,Clinton,Trump,Who won the popular vote in the 2016 presidential election?,,0,B,B,3,1
104,4,20,3,52,Control,Gas_2018,Rose 15%,Rose 25%,How did the price of gas change in the first half of 2018?,dropped40,,,E,4,2
104,4,20,3,53,Changed_R,Education_Texas,1.50%,50%,About what percentage of new teachers in Texas are without a college degree?,18,,,E,4,2
104,4,20,3,54,Control,Carbon Footprint,Coal,Wind,What energy source mentioned leaves the largest carbon footprint?,,0,E,B,4,1
104,4,20,3,55,Changed_NR,Mass shootings,19,270,How many shootings occurred in 2017 that resulted in 4 or more deaths?,270,,,1,6,2
104,4,20,3,56,Control,Flu_Age,everyone,only older people,What age range of people should receive a flu vaccine?,14,0,B,E,3,1
104,4,20,3,57,Changed_R,GunControl_Warrant,require a warrant,at any time,Under what conditions may a police officer confiscate a citizen's firearm?,,0,B,B,3,1
104,4,20,3,58,Changed_NR,Chess,90,0,How many competitive chess players in the US have attained the rank of Grandmaster?,8,0,1,E,3,1
104,4,20,3,59,Changed_R,Pope_GunControl,Gun Manufacturers,Gun Owners,"Who did Pope Francis refer to as ""untrustworthy?""",,0,B,B,3,1
104,4,20,3,60,Control,Race/Protest,Olympians,NFL,What type of athletes were the first to use their sport for protest in the US?,,0,B,B,5,1
105,1,19,3,1,Repeated,2020_Biden,Is unlikely to run.,Definitely runninng,What did Joe Biden claim about his candidacy for election in 2020?,Hesadhewasunlikelytorunforpresident,,,2,6,2
105,1,19,3,2,Repeated,Race/Protest,Olympians,NFL,What type of athletes were the first to use their sport for protest in the US?,Olympic,,,2,6,2
105,1,19,3,3,Changed_NR,Sanctuary-Cities,Cut funding,Arrest Leaders,"What has Donald Trump promised to do in response to ""Sanctuary Cities?""",Hepromisfiretheleadersofit,,,1,5,2
105,1,19,3,4,Changed_R,Cali-Statelaw,Cities,Homeowners,Who will be fined by the state of California for overusing water?,Thecitieswillbefined,Itsaidthttehoeownerswouldbefined,1,2,6,1
105,1,19,3,5,Control,Education_Texas,1.50%,50%,About what percentage of new teachers in Texas are without a college degree?,4,,,E,3,2
105,1,19,3,6,Repeated,Illegal_Immigration_Mexican_Border,Down 25%,Down 40%,By what percentage has the number of illegal border crossings changed since 2016?,25,,,2,3,2
105,1,19,3,7,Control,Tax_Allocation,"Social (""Medicare"")","Military (""War on Terror"")",What type of program does the majority of tax-payers' money go towards?,Education,,,E,2,2
105,1,19,3,8,Changed_NR,Trump- wall,sued to stop,begged for wall,How did Californians react to the idea of a border wall?,Ithinktheywantedtosue,0,B,2,3,1
105,1,19,3,9,Repeated,Flu_Age,everyone,only older people,What age range of people should receive a flu vaccine?,all,,,2,6,2
105,1,19,3,10,Repeated,Carbon Footprint,Coal,Wind,What energy source mentioned leaves the largest carbon footprint?,Oil,,,E,2,2
105,1,19,3,11,Control,GunControl_Warrant,require a warrant,at any time,Under what conditions may a police officer confiscate a citizen's firearm?,hentheyhaveperformedacime,0,B,E,1,1
105,1,19,3,12,Control,Economy_Cars,Simulation of hitting a person,Dropping a bowling ball,How are American cars tested in Japan?,Byhittingpedestrians,,,2,2,2
105,1,19,3,13,Changed_R,Coffee,15th,2nd,What rank does coffee hold in most traded commidities as of the year 2000?,fifteenth,third,1,2,5,1
105,1,19,3,14,Control,Residing_Immigrants,11 million,32 million,About how many illegal immigrants currently reside in the USA?,11million,,,2,2,2
105,1,19,3,15,Repeated,Military_Pay,Every year since '83,None in 10 years,With what frequency have members of the US military received pay raises in recent years?,Everyyear,,,2,3,2
105,1,19,3,16,Control,Trump-Budget,20%,80%,About what percentage of the CDC budget is being cut by the Trump administration?,13,,,E,1,2
105,1,19,3,17,Changed_R,Chess,90,0,How many competitive chess players in the US have attained the rank of Grandmaster?,90,two,E,2,3,1
105,1,19,3,18,Repeated,Hurricane_Relief,>1 million,>12 million,How many residents of Texas were left homeless by Hurricane Harvey?,onmillion,,,2,3,2
105,1,19,3,19,Repeated,Missouri_Unemployment,Clinton,Trump,Under what president did Missouri's unemployment rates reach their lowest levels?,Clinton,,,2,3,2
105,1,19,3,20,Control,President_Gas,Obama,Trump,Under what presidential administration did the price of gas drop by 40%?,Obama,,,2,3,2
105,1,19,3,21,Changed_R,Liberian_Women,60%,less than 38%,"In Liberia, what percentage of young women are able to read?",60,30,E,2,3,1
105,1,19,3,22,Changed_R,Voter Turnout,Higher than 2012,lowest since 1996,In what year was the last presidential election which featured lower voter turnout than that of 2016?,2002,,,E,3,2
105,1,19,3,23,Control,Gun Control_Registry,7,10,How many states in the US prohibit a state-wide gun registry?,14,,,E,1,2
105,1,19,3,24,Control,Pres_Vacation,Clinton,Obama,Which recent president took the fewest vacation days?,Clinton,,,2,3,2
105,1,19,3,25,Changed_NR,UN_Resolutions,329,24,How many resolutions did the UN pass in 2016?,20,0,B,E,4,1
105,1,19,3,26,Changed_R,NC-Education,Provides for almost all schools,Leaves most schools without,How does the 2018 NC education budget affect schools' access to supplies?,Onedistrictifavoredovertheothers,Nootherschooshadaccesstosupplies,1,1,3,1
105,1,19,3,27,Changed_NR,Trump-Legislation,less than any since WW2,more than any other president,"How much legislation did President Trump sign in his first year, in relation to other presidents?",three,0,B,E,1,1
105,1,19,3,28,Changed_NR,Teen Drug Use,Alcohol,Marijuana,What substance do US teens report as being easiest to acquire?,marijuana,0,B,1,3,1
105,1,19,3,29,Changed_R,Gun_Control_Background,13%,25%,About what percentage of firearms are sold without background checks in the US?,13,25,1,2,6,1
105,1,19,3,30,Changed_NR,Immigration-Children,At a protest,Separated from parents,Under what circumstances was a young boy placed in a small animal cage in 2018?,hewasanillegalimmigrant,,,1,3,2
105,1,19,3,31,Repeated,News sources,Less than half,More than half,What proportion of Americans report getting their news from Facebook?,lessthanhalf,,,2,5,2
105,1,19,3,32,Changed_R,Rep_Control,2007,1928,"When was the last year that republicans controlled the white house, house of representatives, and the senate?",2002,1928,1,E,4,1
105,1,19,3,33,Changed_NR,Voter_Fraud,No evidence,substantial ,What were the results of investigation of voter fraud In the 2016 presidential election?,none,0,B,2,3,1
105,1,19,3,34,Control,Tariffs,Above a surplus,all,What American dairy products does the Canadian government place a high tariff on?,Milk,,,E,1,2
105,1,19,3,35,Changed_NR,Murder_year,1980,2017,In what year did the murder rate in the US peak?,2004,,,E,2,2
105,1,19,3,36,Changed_NR,Trump-Immigration,dropped by 61%,increased by 78%,By what percentage did illegal traffic apprehensions change from November 2016 to July 2017?,10,,,E,1,2
105,1,19,3,37,Changed_R,Car Headrests,prevent whiplash,breaking windows,For what purpose are removable headrests in cars designed?,Protectionofpassengersinthecar,0,E,E,2,1
105,1,19,3,38,Repeated,Gas_2018,Rose 15%,Rose 25%,How did the price of gas change in the first half of 2018?,roppeddown40,,,E,2,2
105,1,19,3,39,Changed_NR,Africa_Revenue,0.10%,Third largest export,What proportion of Africa's export revenue is supplied by music?,1,13,E,2,3,1
105,1,19,3,40,Repeated,Black Homeownership,2004,2017,In what year did black homeownership reach its highest level?,2004,,,2,3,2
105,1,19,3,41,Repeated,Popular_Vote,Clinton,Trump,Who won the popular vote in the 2016 presidential election?,HillaryClinton,,,2,5,2
105,1,19,3,42,Changed_NR,Clinton-Nkorea,1.4 Billion,3 Billion,How much money did the Clinton administration give to North Korea in aid?,14billion,3billion,1,2,3,1
105,1,19,3,43,Changed_NR,AlabamaRep. in senate,21,30 years,"For how many years had the Alabama senate seat been held by a republican, prior to 2017?",30,,,1,3,2
105,1,19,3,44,Changed_NR,Vaccines_Autism,Do not cause,vaccines cause autism,What is the scientific community's stance on vaccines and autism?,vaccinesonotcauseaustism,scientistdobelevevaccinescauseaustism,1,2,4,1
105,1,19,3,45,Changed_R,Flu_Hydration,Vaccination,Staying hydrated,What is the best protection against the flu?,gettingvaccines,Stayinghyrdratedisthebestprotection,1,2,6,1
105,1,19,3,46,Changed_NR,Green Energy_Jobs,Oil,Solar,What energy based industry currently provides the most jobs in the US?,Oil,,,2,1,2
105,1,19,3,47,Repeated,US_Unemployment,8%,36%,What is the estimated unemployment rate in the US?,8,,,2,3,2
105,1,19,3,48,Changed_R,Mass shootings,19,270,How many shootings occurred in 2017 that resulted in 4 or more deaths?,19,207,E,2,3,1
105,1,19,3,49,Control,Race_Starbucks,2,2 million,How much money did two young African American's settle for in a case against Starbucks coffee?,2,,,2,4,2
105,1,19,3,50,Repeated,Tennesee_Unemployment,The Great Recession,Bad Leadership,What caused a spike in Tennesee's unemployment rate in the early 2000's?,Economy,,,2,1,2
105,1,19,3,51,Control,Pope_GunControl,Gun Manufacturers,Gun Owners,"Who did Pope Francis refer to as ""untrustworthy?""",Christiangudealers,,,2,3,2
105,1,19,3,52,Changed_R,Energy_Independence,more consumed,more produced,"How much energy does the US consume, in relation to how much it produces?",A,,,E,1,2
105,1,19,3,53,Changed_R,DeltaAirlines,none,planned parenthood,To members of what major organizations does Delta Airlines give discounts?,Noone,PlannedParenthoodreceiveddiscounbutnottheNRA,1,2,5,1
