Subject,Session,Age,Trial,ItemType,Topic,Target,Alternate,TestCue,TestItem.RESP,OtherAnswer.RESP,P1.Recall.Class,P2.Recall.Class,Belief.RESP,CR.RESP
104,4,20,2,Changed_R,Trump-Budget,20%,80%,About what percentage of the CDC budget is being cut by the Trump administration?,20,80,B,2,6,1
104,4,20,3,Repeated,Murder_year,1980,2017,In what year did the murder rate in the US peak?,1980,,B,2,6,0
104,4,20,4,Changed_R,Economy-GDP,42 times,Never,About how many times has the gross domestic product growth rate dropped below zero since 1946?,41,0,1,2,4,1
104,4,20,5,Changed_NR,Liberian_Women,60%,less than 38%,"In Liberia, what percentage of young women are able to read?",60,,B,2,6,0
104,4,20,6,Changed_NR,Mass shootings,19,270,How many shootings occurred in 2017 that resulted in 4 or more deaths?,19,246,B,2,5,1
104,4,20,7,Repeated,Disease-Illinois,Hesitation to respond by governor,flooding,What led to the deaths of 12 veterans in Illinois by disease?,lackofacontrolinoutbreak,,B,A,3,0
104,4,20,8,Changed_NR,Gun_Control_Background,13%,25%,About what percentage of firearms are sold without background checks in the US?,25,,B,1,4,0
104,4,20,9,Repeated,AlabamaRep. in senate,21,30 years,"For how many years had the Alabama senate seat been held by a republican, prior to 2017?",21,,B,2,6,0
104,4,20,10,Changed_NR,Rep_Control,2007,1928,"When was the last year that republicans controlled the white house, house of representatives, and the senate?",2007,1928,B,2,6,1
104,4,20,11,Changed_NR,Abortion-Bieber,Stayed Pro life,Changed from pro choice to pro life,What have Justin Bieber's views on abortion been in recent years?,prolife,prochoice,E,2,6,1
104,4,20,12,Changed_NR,NC-Education,Provides for almost all schools,Leaves most schools without,How does the 2018 NC education budget affect schools' access to supplies?,thereisanabsenceinsupplies,,B,1,5,0
104,4,20,13,Control,Hurricane_Relief,>1 million,>12 million,How many residents of Texas were left homeless by Hurricane Harvey?,5000,,B,E,3,0
104,4,20,14,Changed_NR,Car Headrests,prevent whiplash,breaking windows,For what purpose are removable headrests in cars designed?,whiplash,breakingwindows,1,2,6,1
104,4,20,15,Control,Illegal_Immigration_Mexican_Border,Down 25%,Down 40%,By what percentage has the number of illegal border crossings changed since 2016?,25,,B,2,6,0
104,4,20,16,Changed_NR,Flu_Hydration,Vaccination,Staying hydrated,What is the best protection against the flu?,vaccine,hydration,1,2,6,1
104,4,20,17,Control,Missouri_Unemployment,Clinton,Trump,Under what president did Missouri's unemployment rates reach their lowest levels?,clinton,,B,2,6,0
104,4,20,18,Control,Tennesee_Unemployment,The Great Recession,Bad Leadership,What caused a spike in Tennesee's unemployment rate in the early 2000's?,budgetcuts,,B,E,1,0
104,4,20,19,Control,Popular_Vote,Clinton,Trump,Who won the popular vote in the 2016 presidential election?,hillaryclinton,,B,2,6,0
104,4,20,20,Changed_R,Economy_Cars,Simulation of hitting a person,Dropping a bowling ball,How are American cars tested in Japan?,hittingapedestrian,bowlingballdropped,1,2,6,1
104,4,20,21,Changed_R,Pres_Vacation,Clinton,Obama,Which recent president took the fewest vacation days?,clinton,obama,B,2,6,1
104,4,20,22,Changed_NR,Coffee,15th,2nd,What rank does coffee hold in most traded commidities as of the year 2000?,15,2,1,2,6,1
104,4,20,23,Control,Carbon Footprint,Coal,Wind,What energy source mentioned leaves the largest carbon footprint?,oil,,B,E,4,0
104,4,20,24,Changed_R,Education_Texas,1.50%,50%,About what percentage of new teachers in Texas are without a college degree?,15,50,B,2,6,1
104,4,20,25,Changed_NR,Voter Turnout,Higher than 2012,lowest since 1996,In what year was the last presidential election which featured lower voter turnout than that of 2016?,2012,2016,B,2,6,1
104,4,20,26,Control,Race/Protest,Olympians,NFL,What type of athletes were the first to use their sport for protest in the US?,olympians,,1,2,6,0
104,4,20,27,Repeated,Immigration-Children,At a protest,Separated from parents,Under what circumstances was a young boy placed in a small animal cage in 2018?,protest,,B,2,6,0
104,4,20,28,Changed_R,Kenya_Mortality,AIDS,Malaria,What is the leading cause of death for Kenyans?,autoimmunedisease,malaria,B,2,6,1
104,4,20,29,Changed_R,Race_Starbucks,2,2 million,How much money did two young African American's settle for in a case against Starbucks coffee?,2,2million,1,2,6,1
104,4,20,30,Control,Military_Pay,Every year since '83,None in 10 years,With what frequency have members of the US military received pay raises in recent years?,everyyearsince1984,,B,2,5,0
104,4,20,31,Control,News sources,Less than half,More than half,What proportion of Americans report getting their news from Facebook?,50,,B,E,6,0
104,4,20,32,Changed_R,Tariffs,Above a surplus,all,What American dairy products does the Canadian government place a high tariff on?,onesthatgoabovesurplusfor270,allfor270,1,2,5,1
104,4,20,33,Repeated,Trump- wall,sued to stop,begged for wall,How did Californians react to the idea of a border wall?,sueingthepresident,,B,2,6,0
104,4,20,34,Repeated,Sanctuary-Cities,Cut funding,Arrest Leaders,"What has Donald Trump promised to do in response to ""Sanctuary Cities?""",pullfunding,,B,2,6,0
104,4,20,35,Repeated,UN_Resolutions,329,24,How many resolutions did the UN pass in 2016?,27620forIsreal,,B,E,5,0
104,4,20,36,Repeated,Africa_Revenue,0.10%,Third largest export,What proportion of Africa's export revenue is supplied by music?,1,,E,2,6,0
104,4,20,37,Changed_NR,DeltaAirlines,none,planned parenthood,To members of what major organizations does Delta Airlines give discounts?,none,plannedparenthood,1,2,5,1
104,4,20,38,Changed_R,President_Gas,Obama,Trump,Under what presidential administration did the price of gas drop by 40%?,obama,trump,B,2,6,1
104,4,20,39,Repeated,Teen Drug Use,Alcohol,Marijuana,What substance do US teens report as being easiest to acquire?,alcohal,,B,2,6,0
104,4,20,40,Changed_R,Residing_Immigrants,11 million,32 million,About how many illegal immigrants currently reside in the USA?,11million,34million,B,2,6,1
104,4,20,41,Changed_NR,Energy_Independence,more consumed,more produced,"How much energy does the US consume, in relation to how much it produces?",morethanitproducesmakingusdependent,morethanitproducesmakingusindependent,A,2,6,1
104,4,20,42,Changed_R,Tax_Allocation,"Social (""Medicare"")","Military (""War on Terror"")",What type of program does the majority of tax-payers' money go towards?,medicare,military,B,2,6,1
104,4,20,43,Repeated,Trump-Immigration,dropped by 61%,increased by 78%,By what percentage did illegal traffic apprehensions change from November 2016 to July 2017?,61,,B,2,6,0
104,4,20,44,Changed_R,Pope_GunControl,Gun Manufacturers,Gun Owners,"Who did Pope Francis refer to as ""untrustworthy?""",gunmanufacturers,gunowners,1,2,6,1
104,4,20,45,Control,US_Unemployment,8%,36%,What is the estimated unemployment rate in the US?,15,,B,E,1,0
104,4,20,46,Changed_NR,Cali-Statelaw,Cities,Homeowners,Who will be fined by the state of California for overusing water?,citizens,,1,1,6,0
104,4,20,47,Changed_NR,Politics-Quoting,Bernie Sanders,Mitt Romney,"Who claimed that Donald Trump ""has serious emotional problems?""",bernisanders,mittrmney,1,2,6,1
104,4,20,48,Control,2020_Biden,Is unlikely to run.,Definitely runninng,What did Joe Biden claim about his candidacy for election in 2020?,unlikelyhewillrun,,B,2,6,0
104,4,20,49,Changed_R,GunControl_Warrant,require a warrant,at any time,Under what conditions may a police officer confiscate a citizen's firearm?,withawarrant,atanytime,B,2,6,1
104,4,20,50,Repeated,Voter_Fraud,No evidence,substantial ,What were the results of investigation of voter fraud In the 2016 presidential election?,nonewerefound,,B,2,6,0
104,4,20,51,Control,Global_Warming_Antarctica,Does not outweigh melting,Outweighs melting,How does the increase in Antarctica's snow caused by global warming relate to the rate ice is melting?,moresnowbuticeisstillmeltingatafasterrate,,B,2,6,0
104,4,20,52,Control,Gas_2018,Rose 15%,Rose 25%,How did the price of gas change in the first half of 2018?,dropped15,,B,E,5,0
104,4,20,53,Repeated,Green Energy_Jobs,Oil,Solar,What energy based industry currently provides the most jobs in the US?,oil,,B,2,6,0
104,4,20,54,Changed_R,NASA,An asteroid.,A second moon.,"According to NASA, what is distantly orbiting the Earth?",asmallasteroid,asecondmoon,B,2,6,1
104,4,20,55,Repeated,Vaccines_Autism,Do not cause,vaccines cause autism,What is the scientific community's stance on vaccines and autism?,norelation,,B,2,6,0
104,4,20,56,Control,Flu_Age,everyone,only older people,What age range of people should receive a flu vaccine?,allages,,1,2,6,0
104,4,20,57,Changed_NR,Chess,90,0,How many competitive chess players in the US have attained the rank of Grandmaster?,90,none,B,2,5,1
104,4,20,58,Changed_R,Gun Control_Registry,7,10,How many states in the US prohibit a state-wide gun registry?,7,10,B,2,6,1
104,4,20,59,Control,Black Homeownership,2004,2017,In what year did black homeownership reach its highest level?,2004,,1,2,6,0
104,4,20,60,Repeated,Trump-Legislation,less than any since WW2,more than any other president,"How much legislation did President Trump sign in his first year, in relation to other presidents?",lessthansinceWorldWar2,,B,2,6,0
105,1,18,1,Changed_R,Voter Turnout,Higher than 2012,lowest since 1996,In what year was the last presidential election which featured lower voter turnout than that of 2016?,2012,Claimeditwasince1996,B,2,5,1
105,1,18,2,Changed_NR,Immigration-Children,At a protest,Separated from parents,Under what circumstances was a young boy placed in a small animal cage in 2018?,Forprotest,Claimeditwasafterbeingtakenfromparentsbyofficials,B,2,6,1
105,1,18,3,Repeated,Black Homeownership,2004,2017,In what year did black homeownership reach its highest level?,2004,,B,2,6,0
105,1,18,4,Changed_R,Abortion-Bieber,Stayed Pro life,Changed from pro choice to pro life,What have Justin Bieber's views on abortion been in recent years?,Prolife,Thathewasprochoiceuntilrecent,1,2,6,1
105,1,18,5,Repeated,Popular_Vote,Clinton,Trump,Who won the popular vote in the 2016 presidential election?,HilaryClinton,,B,2,4,0
105,1,18,6,Changed_NR,UN_Resolutions,329,24,How many resolutions did the UN pass in 2016?,About300,,B,E,3,0
105,1,18,7,Control,GunControl_Warrant,require a warrant,at any time,Under what conditions may a police officer confiscate a citizen's firearm?,Iftheyhaveawarrant,,B,2,6,0
105,1,18,8,Changed_R,Liberian_Women,60%,less than 38%,"In Liberia, what percentage of young women are able to read?",60,Theysaidonly38could,E,2,6,1
105,1,18,9,Repeated,Tennesee_Unemployment,The Great Recession,Bad Leadership,What caused a spike in Tennesee's unemployment rate in the early 2000's?,TheGreatRecession,,B,2,3,0
105,1,18,10,Control,Education_Texas,1.50%,50%,About what percentage of new teachers in Texas are without a college degree?,15,,1,2,6,0
105,1,18,11,Repeated,Flu_Age,everyone,only older people,What age range of people should receive a flu vaccine?,Allageranges,,1,2,6,0
105,1,18,12,Changed_R,Cali-Statelaw,Cities,Homeowners,Who will be fined by the state of California for overusing water?,Thecity,Theysaidhomeownerswould,B,2,6,1
105,1,18,13,Repeated,Carbon Footprint,Coal,Wind,What energy source mentioned leaves the largest carbon footprint?,Oi,Iforgot,B,E,2,1
105,1,18,14,Repeated,Race/Protest,Olympians,NFL,What type of athletes were the first to use their sport for protest in the US?,Olympians,,1,2,6,0
105,1,18,15,Control,Pope_GunControl,Gun Manufacturers,Gun Owners,"Who did Pope Francis refer to as ""untrustworthy?""",GunmakerswhoclaimtobeChristian,,B,2,3,0
105,1,18,16,Changed_R,Chess,90,0,How many competitive chess players in the US have attained the rank of Grandmaster?,90,Theysaid0have,1,2,4,1
105,1,18,17,Control,NASA,An asteroid.,A second moon.,"According to NASA, what is distantly orbiting the Earth?",Asmallsteroid,,B,2,5,0
105,1,18,18,Repeated,News sources,Less than half,More than half,What proportion of Americans report getting their news from Facebook?,Lessthanhalf,,1,2,6,0
105,1,18,19,Changed_R,Gun_Control_Background,13%,25%,About what percentage of firearms are sold without background checks in the US?,17,Claimed25weresoldwithoutchecks,1,E,3,1
105,1,18,20,Changed_R,NC-Education,Provides for almost all schools,Leaves most schools without,How does the 2018 NC education budget affect schools' access to supplies?,Itgivessuppliestoallbutfavorsarepublicandistrict,Claimeditgavesuppliestononeexceptforonerepublicandistrict,1,2,6,1
105,1,18,21,Repeated,Illegal_Immigration_Mexican_Border,Down 25%,Down 40%,By what percentage has the number of illegal border crossings changed since 2016?,25decrease,,B,2,6,0
105,1,18,22,Repeated,Hurricane_Relief,>1 million,>12 million,How many residents of Texas were left homeless by Hurricane Harvey?,Oveonemillion,,B,2,5,0
105,1,18,23,Control,Pres_Vacation,Clinton,Obama,Which recent president took the fewest vacation days?,PresidentClinton,,B,2,6,0
105,1,18,24,Changed_R,DeltaAirlines,none,planned parenthood,To members of what major organizations does Delta Airlines give discounts?,Noone,SaidtheygavediscountstomembersofPlannedParenthoodandnottheNRA,1,2,6,1
105,1,18,25,Repeated,2020_Biden,Is unlikely to run.,Definitely runninng,What did Joe Biden claim about his candidacy for election in 2020?,Tprobablywasntgoingtorunforpresident,,B,2,6,0
105,1,18,26,Changed_NR,Sanctuary-Cities,Cut funding,Arrest Leaders,"What has Donald Trump promised to do in response to ""Sanctuary Cities?""",Stopfederalfunding,Claimedhewouldarrestcityofficials,1,2,6,1
105,1,18,27,Changed_R,Rep_Control,2007,1928,"When was the last year that republicans controlled the white house, house of representatives, and the senate?",2007,Claimedthelastyearwas1928,B,2,6,1
105,1,18,28,Changed_NR,Trump-Legislation,less than any since WW2,more than any other president,"How much legislation did President Trump sign in his first year, in relation to other presidents?",Less,Claimedhesignedmore,1,2,6,1
105,1,18,29,Changed_NR,Murder_year,1980,2017,In what year did the murder rate in the US peak?,1980somethinor1940something,Claimeditwas2017,1,E,2,1
105,1,18,30,Changed_NR,Trump- wall,sued to stop,begged for wall,How did Californians react to the idea of a border wall?,Theysued,Claimedtheyaskedforit,E,2,6,1
105,1,18,31,Changed_NR,Green Energy_Jobs,Oil,Solar,What energy based industry currently provides the most jobs in the US?,Oil,SaiditwassolarMaybe,B,2,6,1
105,1,18,32,Changed_R,Politics-Quoting,Bernie Sanders,Mitt Romney,"Who claimed that Donald Trump ""has serious emotional problems?""",BernieSanders,ClaimeditwasMittRacantspellhislastname,B,2,4,1
105,1,18,33,Control,President_Gas,Obama,Trump,Under what presidential administration did the price of gas drop by 40%?,Obama,,1,2,6,0
105,1,18,34,Control,Residing_Immigrants,11 million,32 million,About how many illegal immigrants currently reside in the USA?,11million,,B,2,6,0
105,1,18,35,Changed_R,Coffee,15th,2nd,What rank does coffee hold in most traded commidities as of the year 2000?,15th,Saiditwassecond,1,2,6,1
105,1,18,36,Changed_NR,Clinton-Nkorea,1.4 Billion,3 Billion,How much money did the Clinton administration give to North Korea in aid?,14million,Saidshegave3millio,E,E,6,1
105,1,18,37,Changed_NR,Teen Drug Use,Alcohol,Marijuana,What substance do US teens report as being easiest to acquire?,Alcohol,Claimeditwasmarijuana,1,2,6,1
